ics;dcs;l2cs;icw;dcw;l2cw;iwidth;cbs;pn;energy;cycles;
2048;8192;65536;2;2;8;4;16;4;4.61377;6.23201e+07;
2048;8192;65536;2;2;8;4;16;8;4.63913;3.2597e+07;
2048;8192;65536;2;2;8;4;16;16;4.71099;1.82872e+07;
2048;8192;65536;2;2;8;8;16;2;13.6323;9.59343e+07;
2048;8192;65536;2;2;8;8;16;4;13.6964;5.22508e+07;
2048;8192;65536;2;2;8;8;16;8;13.7418;2.76606e+07;
2048;8192;65536;2;2;8;8;16;16;13.8858;1.62847e+07;
2048;8192;65536;2;4;2;1;16;2;1.38721;2.456e+08;
2048;8192;65536;2;4;2;1;16;4;1.42418;1.29627e+08;
2048;8192;65536;2;4;2;1;16;8;1.4857;7.03765e+07;
2048;8192;65536;2;4;2;1;16;16;1.59825;4.06931e+07;
2048;8192;65536;2;4;2;2;16;2;1.55243;1.66257e+08;
2048;8192;65536;2;4;2;2;16;4;1.59437;8.97076e+07;
2048;8192;65536;2;4;2;2;16;8;1.68245;5.16921e+07;
2048;8192;65536;2;4;2;2;16;16;1.81308;3.1204e+07;
2048;8192;65536;2;4;2;4;16;2;3.32048;1.26257e+08;
2048;8192;65536;2;4;2;4;16;4;3.36542;6.81076e+07;
2048;8192;65536;2;4;2;4;16;8;3.48972;4.09592e+07;
2048;8192;65536;2;4;2;4;16;16;3.66074;2.55077e+07;
2048;8192;65536;2;4;2;8;16;2;7.36474;1.00721e+08;
2048;8192;65536;2;4;2;8;16;4;7.42257;5.4343e+07;
2048;8192;65536;2;4;2;8;16;8;7.56923;3.21609e+07;
2048;8192;65536;2;4;2;8;16;16;7.70784;1.85636e+07;
2048;8192;65536;2;4;4;1;16;2;1.35726;2.22299e+08;
2048;8192;65536;2;4;4;1;16;4;1.41259;1.21565e+08;
2048;8192;65536;2;4;4;1;16;8;1.43575;6.29523e+07;
2048;8192;65536;2;4;4;1;16;16;1.54157;3.64712e+07;
2048;8192;65536;2;4;4;2;16;2;1.53999;1.52071e+08;
2048;8192;65536;2;4;4;2;16;4;1.592;8.42931e+07;
2048;8192;65536;2;4;4;2;16;8;1.61263;4.37645e+07;
2048;8192;65536;2;4;4;2;16;16;1.71956;2.61519e+07;
2048;8192;65536;2;4;4;4;16;2;3.32278;1.15337e+08;
2048;8192;65536;2;4;4;4;16;4;3.3826;6.44576e+07;
2048;8192;65536;2;4;4;4;16;8;3.40229;3.33239e+07;
2048;8192;65536;2;4;4;4;16;16;3.52612;2.01894e+07;
2048;8192;65536;2;4;4;8;16;2;7.36319;9.61731e+07;
2048;8192;65536;2;4;4;8;16;4;7.42717;5.25007e+07;
2048;8192;65536;2;4;4;8;16;8;7.4707;2.77504e+07;
2048;8192;65536;2;4;4;8;16;16;7.61249;1.63439e+07;
2048;8192;65536;2;4;8;1;16;2;1.41374;2.19883e+08;
2048;8192;65536;2;4;8;1;16;4;1.46229;1.19046e+08;
2048;8192;65536;2;4;8;1;16;8;1.48797;6.19494e+07;
2048;8192;65536;2;4;8;1;16;16;1.57628;3.51368e+07;
2048;8192;65536;2;4;8;2;16;2;1.59799;1.50355e+08;
2048;8192;65536;2;4;8;2;16;4;1.64086;8.19572e+07;
2048;8192;65536;2;4;8;2;16;8;1.66509;4.28936e+07;
2048;8192;65536;2;4;8;2;16;16;1.73788;2.43414e+07;
2048;8192;65536;2;4;8;4;16;2;3.41594;1.14098e+08;
2048;8192;65536;2;4;8;4;16;4;3.46307;6.23366e+07;
2048;8192;65536;2;4;8;4;16;8;3.48793;3.25886e+07;
2048;8192;65536;2;4;8;4;16;16;3.55853;1.82857e+07;
2048;8192;65536;2;4;8;8;16;2;7.42178;9.59369e+07;
2048;8192;65536;2;4;8;8;16;4;7.48414;5.22609e+07;
2048;8192;65536;2;4;8;8;16;8;7.52832;2.76585e+07;
2048;8192;65536;2;4;8;8;16;16;7.66949;1.62854e+07;
2048;8192;65536;2;8;2;1;16;2;1.1313;2.45595e+08;
2048;8192;65536;2;8;2;1;16;4;1.16916;1.29763e+08;
2048;8192;65536;2;8;2;1;16;8;1.22838;7.02236e+07;
2048;8192;65536;2;8;2;1;16;16;1.34429;4.0694e+07;
2048;8192;65536;2;8;2;2;16;2;1.19625;1.6625e+08;
2048;8192;65536;2;8;2;2;16;4;1.23744;8.9557e+07;
2048;8192;65536;2;8;2;2;16;8;1.32713;5.17142e+07;
2048;8192;65536;2;8;2;2;16;16;1.45882;3.12013e+07;
2048;8192;65536;2;8;2;4;16;2;2.35223;1.26264e+08;
2048;8192;65536;2;8;2;4;16;4;2.39752;6.81562e+07;
2048;8192;65536;2;8;2;4;16;8;2.52151;4.09505e+07;
2048;8192;65536;2;8;2;4;16;16;2.69318;2.5487e+07;
2048;8192;65536;2;8;2;8;16;2;6.70922;1.00718e+08;
2048;8192;65536;2;8;2;8;16;4;6.76666;5.43092e+07;
2048;8192;65536;2;8;2;8;16;8;6.91473;3.2182e+07;
2048;8192;65536;2;8;2;8;16;16;7.05313;1.85636e+07;
2048;8192;65536;2;8;4;1;16;2;1.08519;2.2229e+08;
2048;8192;65536;2;8;4;1;16;4;1.14095;1.21565e+08;
2048;8192;65536;2;8;4;1;16;8;1.16423;6.29496e+07;
2048;8192;65536;2;8;4;1;16;16;1.27098;3.64735e+07;
2048;8192;65536;2;8;4;2;16;2;1.16768;1.52047e+08;
2048;8192;65536;2;8;4;2;16;4;1.22005;8.42943e+07;
2048;8192;65536;2;8;4;2;16;8;1.24088;4.37777e+07;
2048;8192;65536;2;8;4;2;16;16;1.34833;2.6149e+07;
2048;8192;65536;2;8;4;4;16;2;2.33082;1.15334e+08;
2048;8192;65536;2;8;4;4;16;4;2.39083;6.44597e+07;
2048;8192;65536;2;8;4;4;16;8;2.4105;3.33275e+07;
2048;8192;65536;2;8;4;4;16;16;2.53466;2.01889e+07;
2048;8192;65536;2;8;4;8;16;2;6.70311;9.6165e+07;
2048;8192;65536;2;8;4;8;16;4;6.76727;5.25012e+07;
2048;8192;65536;2;8;4;8;16;8;6.81072;2.77459e+07;
2048;8192;65536;2;8;4;8;16;16;6.95284;1.63418e+07;
2048;8192;65536;2;8;8;1;16;2;1.11129;2.19885e+08;
2048;8192;65536;2;8;8;1;16;4;1.16008;1.19043e+08;
2048;8192;65536;2;8;8;1;16;8;1.18599;6.19492e+07;
2048;8192;65536;2;8;8;1;16;16;1.27492;3.51363e+07;
2048;8192;65536;2;8;8;2;16;2;1.19512;1.5036e+08;
2048;8192;65536;2;8;8;2;16;4;1.23809;8.19546e+07;
2048;8192;65536;2;8;8;2;16;8;1.26242;4.28928e+07;
2048;8192;65536;2;8;8;2;16;16;1.33563;2.43415e+07;
2048;8192;65536;2;8;8;4;16;2;2.37863;1.14098e+08;
2048;8192;65536;2;8;8;4;16;4;2.42569;6.23356e+07;
2048;8192;65536;2;8;8;4;16;8;2.45063;3.25885e+07;
2048;8192;65536;2;8;8;4;16;16;2.52124;1.82855e+07;
2048;8192;65536;2;8;8;8;16;2;6.75318;9.59283e+07;
2048;8192;65536;2;8;8;8;16;4;6.81573;5.22597e+07;
2048;8192;65536;2;8;8;8;16;8;6.85987;2.76554e+07;
2048;8192;65536;2;8;8;8;16;16;7.00146;1.62855e+07;
2048;8192;65536;4;2;2;1;16;2;2.29343;2.45158e+08;
2048;8192;65536;4;2;2;1;16;4;2.32994;1.29083e+08;
2048;8192;65536;4;2;2;1;16;8;2.38218;6.91125e+07;
2048;8192;65536;4;2;2;1;16;16;2.49844;4.02791e+07;
2048;8192;65536;4;2;2;2;16;2;2.65399;1.66712e+08;
2048;8192;65536;4;2;2;2;16;4;2.69608;8.97565e+07;
2048;8192;65536;4;2;2;2;16;8;2.78633;5.17202e+07;
2048;8192;65536;4;2;2;2;16;16;2.91573;3.12243e+07;
2048;8192;65536;4;2;2;4;16;2;4.48469;1.26232e+08;
2048;8192;65536;4;2;2;4;16;4;4.53177;6.81583e+07;
2048;8192;65536;4;2;2;4;16;8;4.65861;4.09507e+07;
2048;8192;65536;4;2;2;4;16;16;4.8286;2.54757e+07;
2048;8192;65536;4;2;2;8;16;2;13.5139;1.00672e+08;
2048;8192;65536;4;2;2;8;16;4;13.5735;5.42771e+07;
2048;8192;65536;4;2;2;8;16;8;13.7245;3.21565e+07;
2048;8192;65536;4;2;2;8;16;16;13.863;1.85499e+07;
2048;8192;65536;4;2;4;1;16;2;2.3019;2.21247e+08;
2048;8192;65536;4;2;4;1;16;4;2.35836;1.21066e+08;
2048;8192;65536;4;2;4;1;16;8;2.37936;6.24642e+07;
2048;8192;65536;4;2;4;1;16;16;2.47873;3.58887e+07;
2048;8192;65536;4;2;4;2;16;2;2.6809;1.52133e+08;
2048;8192;65536;4;2;4;2;16;4;2.73415;8.43877e+07;
2048;8192;65536;4;2;4;2;16;8;2.75495;4.38231e+07;
2048;8192;65536;4;2;4;2;16;16;2.86466;2.62432e+07;
2048;8192;65536;4;2;4;4;16;2;4.50997;1.15243e+08;
2048;8192;65536;4;2;4;4;16;4;4.5711;6.43772e+07;
2048;8192;65536;4;2;4;4;16;8;4.59109;3.33021e+07;
2048;8192;65536;4;2;4;4;16;16;4.71651;2.01728e+07;
2048;8192;65536;4;2;4;8;16;2;13.5518;9.60954e+07;
2048;8192;65536;4;2;4;8;16;4;13.6176;5.24501e+07;
2048;8192;65536;4;2;4;8;16;8;13.662;2.77298e+07;
2048;8192;65536;4;2;4;8;16;16;13.8065;1.63304e+07;
2048;8192;65536;4;2;8;1;16;2;2.43783;2.18792e+08;
2048;8192;65536;4;2;8;1;16;4;2.48685;1.18427e+08;
2048;8192;65536;4;2;8;1;16;8;2.51084;6.14519e+07;
2048;8192;65536;4;2;8;1;16;16;2.58873;3.43536e+07;
2048;8192;65536;4;2;8;2;16;2;2.81882;1.50344e+08;
2048;8192;65536;4;2;8;2;16;4;2.86261;8.19623e+07;
2048;8192;65536;4;2;8;2;16;8;2.8881;4.29633e+07;
2048;8192;65536;4;2;8;2;16;16;2.96392;2.44712e+07;
2048;8192;65536;4;2;8;4;16;2;4.65024;1.13988e+08;
2048;8192;65536;4;2;8;4;16;4;4.69864;6.22777e+07;
2048;8192;65536;4;2;8;4;16;8;4.724;3.25781e+07;
2048;8192;65536;4;2;8;4;16;16;4.79561;1.82698e+07;
2048;8192;65536;4;2;8;8;16;2;13.6875;9.58625e+07;
2048;8192;65536;4;2;8;8;16;4;13.7518;5.22197e+07;
2048;8192;65536;4;2;8;8;16;8;13.7972;2.76428e+07;
2048;8192;65536;4;2;8;8;16;16;13.9408;1.62708e+07;
2048;8192;65536;4;4;2;1;16;2;1.46795;2.45144e+08;
2048;8192;65536;4;4;2;1;16;4;1.50259;1.28956e+08;
2048;8192;65536;4;4;2;1;16;8;1.55534;6.92306e+07;
2048;8192;65536;4;4;2;1;16;16;1.67164;4.02908e+07;
2048;8192;65536;4;4;2;2;16;2;1.60628;1.667e+08;
2048;8192;65536;4;4;2;2;16;4;1.64748;8.97939e+07;
2048;8192;65536;4;4;2;2;16;8;1.73652;5.17872e+07;
2048;8192;65536;4;4;2;2;16;16;1.86584;3.12125e+07;
2048;8192;65536;4;4;2;4;16;2;3.37894;1.26239e+08;
2048;8192;65536;4;4;2;4;16;4;3.42531;6.8247e+07;
2048;8192;65536;4;4;2;4;16;8;3.54809;4.09102e+07;
2048;8192;65536;4;4;2;4;16;16;3.71861;2.54873e+07;
2048;8192;65536;4;4;2;8;16;2;7.38925;1.00659e+08;
2048;8192;65536;4;4;2;8;16;4;7.44687;5.43004e+07;
2048;8192;65536;4;4;2;8;16;8;7.59377;3.21379e+07;
2048;8192;65536;4;4;2;8;16;16;7.73214;1.8552e+07;
2048;8192;65536;4;4;4;1;16;2;1.4361;2.21263e+08;
2048;8192;65536;4;4;4;1;16;4;1.4914;1.21057e+08;
2048;8192;65536;4;4;4;1;16;8;1.51229;6.24675e+07;
2048;8192;65536;4;4;4;1;16;16;1.61056;3.58812e+07;
2048;8192;65536;4;4;4;2;16;2;1.59213;1.52104e+08;
2048;8192;65536;4;4;4;2;16;4;1.64457;8.43879e+07;
2048;8192;65536;4;4;4;2;16;8;1.66518;4.38175e+07;
2048;8192;65536;4;4;4;2;16;16;1.77393;2.62452e+07;
2048;8192;65536;4;4;4;4;16;2;3.38021;1.15233e+08;
2048;8192;65536;4;4;4;4;16;4;3.43997;6.43863e+07;
2048;8192;65536;4;4;4;4;16;8;3.45989;3.33042e+07;
2048;8192;65536;4;4;4;4;16;16;3.5834;2.01695e+07;
2048;8192;65536;4;4;4;8;16;2;7.38737;9.61032e+07;
2048;8192;65536;4;4;4;8;16;4;7.45142;5.24672e+07;
2048;8192;65536;4;4;4;8;16;8;7.49478;2.77284e+07;
2048;8192;65536;4;4;4;8;16;16;7.6364;1.633e+07;
2048;8192;65536;4;4;8;1;16;2;1.49171;2.1879e+08;
2048;8192;65536;4;4;8;1;16;4;1.5397;1.18416e+08;
2048;8192;65536;4;4;8;1;16;8;1.56352;6.14453e+07;
2048;8192;65536;4;4;8;1;16;16;1.6405;3.43533e+07;
2048;8192;65536;4;4;8;2;16;2;1.64927;1.5034e+08;
2048;8192;65536;4;4;8;2;16;4;1.69218;8.19548e+07;
2048;8192;65536;4;4;8;2;16;8;1.71711;4.29503e+07;
2048;8192;65536;4;4;8;2;16;16;1.7923;2.44707e+07;
2048;8192;65536;4;4;8;4;16;2;3.47253;1.13994e+08;
2048;8192;65536;4;4;8;4;16;4;3.51956;6.22796e+07;
2048;8192;65536;4;4;8;4;16;8;3.54465;3.25692e+07;
2048;8192;65536;4;4;8;4;16;16;3.61508;1.82693e+07;
2048;8192;65536;4;4;8;8;16;2;7.44558;9.58711e+07;
2048;8192;65536;4;4;8;8;16;4;7.50792;5.22266e+07;
2048;8192;65536;4;4;8;8;16;8;7.55209;2.764e+07;
2048;8192;65536;4;4;8;8;16;16;7.69305;1.6272e+07;
2048;8192;65536;4;8;2;1;16;2;1.1724;2.45143e+08;
2048;8192;65536;4;8;2;1;16;4;1.20729;1.28978e+08;
2048;8192;65536;4;8;2;1;16;8;1.25957;6.91942e+07;
2048;8192;65536;4;8;2;1;16;16;1.37784;4.02854e+07;
2048;8192;65536;4;8;2;2;16;2;1.22478;1.66694e+08;
2048;8192;65536;4;8;2;2;16;4;1.26612;8.97958e+07;
2048;8192;65536;4;8;2;2;16;8;1.35475;5.17444e+07;
2048;8192;65536;4;8;2;2;16;16;1.48631;3.12133e+07;
2048;8192;65536;4;8;2;4;16;2;2.38407;1.2631e+08;
2048;8192;65536;4;8;2;4;16;4;2.42963;6.82013e+07;
2048;8192;65536;4;8;2;4;16;8;2.55361;4.09644e+07;
2048;8192;65536;4;8;2;4;16;16;2.72537;2.55025e+07;
2048;8192;65536;4;8;2;8;16;2;6.73046;1.0069e+08;
2048;8192;65536;4;8;2;8;16;4;6.78788;5.42966e+07;
2048;8192;65536;4;8;2;8;16;8;6.93569;3.21565e+07;
2048;8192;65536;4;8;2;8;16;16;7.07398;1.85532e+07;
2048;8192;65536;4;8;4;1;16;2;1.12464;2.21273e+08;
2048;8192;65536;4;8;4;1;16;4;1.18033;1.21057e+08;
2048;8192;65536;4;8;4;1;16;8;1.20128;6.24672e+07;
2048;8192;65536;4;8;4;1;16;16;1.30042;3.58822e+07;
2048;8192;65536;4;8;4;2;16;2;1.19475;1.52093e+08;
2048;8192;65536;4;8;4;2;16;4;1.24751;8.43877e+07;
2048;8192;65536;4;8;4;2;16;8;1.26814;4.3813e+07;
2048;8192;65536;4;8;4;2;16;16;1.37759;2.62419e+07;
2048;8192;65536;4;8;4;4;16;2;2.36164;1.15232e+08;
2048;8192;65536;4;8;4;4;16;4;2.42158;6.43916e+07;
2048;8192;65536;4;8;4;4;16;8;2.44148;3.33082e+07;
2048;8192;65536;4;8;4;4;16;16;2.56529;2.01697e+07;
2048;8192;65536;4;8;4;8;16;2;6.72379;9.60931e+07;
2048;8192;65536;4;8;4;8;16;4;6.78806;5.24673e+07;
2048;8192;65536;4;8;4;8;16;8;6.83148;2.77285e+07;
2048;8192;65536;4;8;4;8;16;16;6.97333;1.63286e+07;
2048;8192;65536;4;8;8;1;16;2;1.15013;2.18791e+08;
2048;8192;65536;4;8;8;1;16;4;1.19841;1.18415e+08;
2048;8192;65536;4;8;8;1;16;8;1.22238;6.14452e+07;
2048;8192;65536;4;8;8;1;16;16;1.29993;3.4353e+07;
2048;8192;65536;4;8;8;2;16;2;1.22162;1.50344e+08;
2048;8192;65536;4;8;8;2;16;4;1.26464;8.19535e+07;
2048;8192;65536;4;8;8;2;16;8;1.28969;4.29509e+07;
2048;8192;65536;4;8;8;2;16;16;1.36532;2.44704e+07;
2048;8192;65536;4;8;8;4;16;2;2.40903;1.13999e+08;
2048;8192;65536;4;8;8;4;16;4;2.45595;6.2279e+07;
2048;8192;65536;4;8;8;4;16;8;2.48111;3.25689e+07;
2048;8192;65536;4;8;8;4;16;16;2.55152;1.82693e+07;
2048;8192;65536;4;8;8;8;16;2;6.77357;9.58617e+07;
2048;8192;65536;4;8;8;8;16;4;6.83611;5.22268e+07;
2048;8192;65536;4;8;8;8;16;8;6.88032;2.764e+07;
2048;8192;65536;4;8;8;8;16;16;7.02153;1.62713e+07;
2048;8192;131072;1;2;2;1;16;2;2.01427;2.21679e+08;
2048;8192;131072;1;2;2;1;16;4;2.06484;1.20165e+08;
2048;8192;131072;1;2;2;1;16;8;2.09605;6.30272e+07;
2048;8192;131072;1;2;2;1;16;16;2.20717;3.67251e+07;
2048;8192;131072;1;2;2;2;16;2;2.47304;1.50344e+08;
2048;8192;131072;1;2;2;2;16;4;2.5172;8.20697e+07;
2048;8192;131072;1;2;2;2;16;8;2.53824;4.26955e+07;
2048;8192;131072;1;2;2;2;16;16;2.60996;2.41857e+07;
2048;8192;131072;1;2;2;4;16;2;4.34373;1.13949e+08;
2048;8192;131072;1;2;2;4;16;4;4.39253;6.23611e+07;
2048;8192;131072;1;2;2;4;16;8;4.41359;3.23816e+07;
2048;8192;131072;1;2;2;4;16;16;4.48282;1.81233e+07;
2048;8192;131072;1;2;2;8;16;2;13.428;9.58668e+07;
2048;8192;131072;1;2;2;8;16;4;13.4926;5.22573e+07;
2048;8192;131072;1;2;2;8;16;8;13.5323;2.74967e+07;
2048;8192;131072;1;2;2;8;16;16;13.6762;1.61996e+07;
2048;8192;131072;1;2;4;1;16;2;2.20357;2.21374e+08;
2048;8192;131072;1;2;4;1;16;4;2.25392;1.19917e+08;
2048;8192;131072;1;2;4;1;16;8;2.28515;6.28795e+07;
2048;8192;131072;1;2;4;1;16;16;2.39663;3.66543e+07;
2048;8192;131072;1;2;4;2;16;2;2.66365;1.5002e+08;
2048;8192;131072;1;2;4;2;16;4;2.70725;8.18028e+07;
2048;8192;131072;1;2;4;2;16;8;2.72378;4.21638e+07;
2048;8192;131072;1;2;4;2;16;16;2.80095;2.41296e+07;
2048;8192;131072;1;2;4;4;16;2;4.53666;1.13624e+08;
2048;8192;131072;1;2;4;4;16;4;4.58463;6.20924e+07;
2048;8192;131072;1;2;4;4;16;8;4.59881;3.18536e+07;
2048;8192;131072;1;2;4;4;16;16;4.67645;1.80798e+07;
2048;8192;131072;1;2;4;8;16;2;13.6074;9.56952e+07;
2048;8192;131072;1;2;4;8;16;4;13.6712;5.21083e+07;
2048;8192;131072;1;2;4;8;16;8;13.7104;2.7396e+07;
2048;8192;131072;1;2;4;8;16;16;13.8555;1.61672e+07;
2048;8192;131072;1;2;8;1;16;2;2.22924;2.21338e+08;
2048;8192;131072;1;2;8;1;16;4;2.28042;1.20041e+08;
2048;8192;131072;1;2;8;1;16;8;2.31021;6.28048e+07;
2048;8192;131072;1;2;8;1;16;16;2.42187;3.66278e+07;
2048;8192;131072;1;2;8;2;16;2;2.68959;1.50037e+08;
2048;8192;131072;1;2;8;2;16;4;2.73413;8.19273e+07;
2048;8192;131072;1;2;8;2;16;8;2.74982;4.21683e+07;
2048;8192;131072;1;2;8;2;16;16;2.82645;2.4109e+07;
2048;8192;131072;1;2;8;4;16;2;4.56312;1.13653e+08;
2048;8192;131072;1;2;8;4;16;4;4.61173;6.21955e+07;
2048;8192;131072;1;2;8;4;16;8;4.62535;3.18604e+07;
2048;8192;131072;1;2;8;4;16;16;4.70235;1.80673e+07;
2048;8192;131072;1;2;8;8;16;2;13.6322;9.57371e+07;
2048;8192;131072;1;2;8;8;16;4;13.6968;5.21727e+07;
2048;8192;131072;1;2;8;8;16;8;13.7338;2.73603e+07;
2048;8192;131072;1;2;8;8;16;16;13.8795;1.61576e+07;
2048;8192;131072;1;4;2;1;16;2;1.31116;2.21663e+08;
2048;8192;131072;1;4;2;1;16;4;1.36075;1.20155e+08;
2048;8192;131072;1;4;2;1;16;8;1.39193;6.30249e+07;
2048;8192;131072;1;4;2;1;16;16;1.50204;3.67242e+07;
2048;8192;131072;1;4;2;2;16;2;1.49819;1.50312e+08;
2048;8192;131072;1;4;2;2;16;4;1.54157;8.20551e+07;
2048;8192;131072;1;4;2;2;16;8;1.56255;4.26874e+07;
2048;8192;131072;1;4;2;2;16;16;1.63368;2.41831e+07;
2048;8192;131072;1;4;2;4;16;2;3.26695;1.13928e+08;
2048;8192;131072;1;4;2;4;16;4;3.31459;6.23682e+07;
2048;8192;131072;1;4;2;4;16;8;3.3356;3.23763e+07;
2048;8192;131072;1;4;2;4;16;16;3.40383;1.81225e+07;
2048;8192;131072;1;4;2;8;16;2;7.3325;9.5865e+07;
2048;8192;131072;1;4;2;8;16;4;7.39498;5.22622e+07;
2048;8192;131072;1;4;2;8;16;8;7.43448;2.74959e+07;
2048;8192;131072;1;4;2;8;16;16;7.57521;1.61962e+07;
2048;8192;131072;1;4;4;1;16;2;1.39337;2.21361e+08;
2048;8192;131072;1;4;4;1;16;4;1.44254;1.19906e+08;
2048;8192;131072;1;4;4;1;16;8;1.47362;6.28772e+07;
2048;8192;131072;1;4;4;1;16;16;1.58395;3.66536e+07;
2048;8192;131072;1;4;4;2;16;2;1.58084;1.49987e+08;
2048;8192;131072;1;4;4;2;16;4;1.62374;8.1798e+07;
2048;8192;131072;1;4;4;2;16;8;1.63977;4.21522e+07;
2048;8192;131072;1;4;4;2;16;16;1.71632;2.41281e+07;
2048;8192;131072;1;4;4;4;16;2;3.39578;1.13603e+08;
2048;8192;131072;1;4;4;4;16;4;3.44267;6.20989e+07;
2048;8192;131072;1;4;4;4;16;8;3.45673;3.18441e+07;
2048;8192;131072;1;4;4;4;16;16;3.53307;1.8079e+07;
2048;8192;131072;1;4;4;8;16;2;7.40994;9.56932e+07;
2048;8192;131072;1;4;4;8;16;4;7.47184;5.21196e+07;
2048;8192;131072;1;4;4;8;16;8;7.51031;2.73917e+07;
2048;8192;131072;1;4;4;8;16;16;7.65226;1.61647e+07;
2048;8192;131072;1;4;8;1;16;2;1.40449;2.21323e+08;
2048;8192;131072;1;4;8;1;16;4;1.45445;1.2003e+08;
2048;8192;131072;1;4;8;1;16;8;1.48413;6.28035e+07;
2048;8192;131072;1;4;8;1;16;16;1.59463;3.66267e+07;
2048;8192;131072;1;4;8;2;16;2;1.59219;1.50005e+08;
2048;8192;131072;1;4;8;2;16;4;1.63598;8.19269e+07;
2048;8192;131072;1;4;8;2;16;8;1.65114;4.21556e+07;
2048;8192;131072;1;4;8;2;16;16;1.72715;2.41074e+07;
2048;8192;131072;1;4;8;4;16;2;3.41354;1.13633e+08;
2048;8192;131072;1;4;8;4;16;4;3.46145;6.22123e+07;
2048;8192;131072;1;4;8;4;16;8;3.47465;3.18571e+07;
2048;8192;131072;1;4;8;4;16;16;3.55027;1.80668e+07;
2048;8192;131072;1;4;8;8;16;2;7.42082;9.57302e+07;
2048;8192;131072;1;4;8;8;16;4;7.48346;5.21772e+07;
2048;8192;131072;1;4;8;8;16;8;7.52;2.73571e+07;
2048;8192;131072;1;4;8;8;16;16;7.66249;1.61567e+07;
2048;8192;131072;1;8;2;1;16;2;1.06062;2.21663e+08;
2048;8192;131072;1;8;2;1;16;4;1.11056;1.20155e+08;
2048;8192;131072;1;8;2;1;16;8;1.14198;6.3024e+07;
2048;8192;131072;1;8;2;1;16;16;1.25305;3.67238e+07;
2048;8192;131072;1;8;2;2;16;2;1.1434;1.50309e+08;
2048;8192;131072;1;8;2;2;16;4;1.18704;8.20537e+07;
2048;8192;131072;1;8;2;2;16;8;1.20812;4.26866e+07;
2048;8192;131072;1;8;2;2;16;16;1.27972;2.41827e+07;
2048;8192;131072;1;8;2;4;16;2;2.29772;1.13922e+08;
2048;8192;131072;1;8;2;4;16;4;2.34549;6.23674e+07;
2048;8192;131072;1;8;2;4;16;8;2.3665;3.23746e+07;
2048;8192;131072;1;8;2;4;16;16;2.4349;1.81227e+07;
2048;8192;131072;1;8;2;8;16;2;6.67646;9.58624e+07;
2048;8192;131072;1;8;2;8;16;4;6.73905;5.22593e+07;
2048;8192;131072;1;8;2;8;16;8;6.77861;2.74948e+07;
2048;8192;131072;1;8;2;8;16;16;6.91971;1.6197e+07;
2048;8192;131072;1;8;4;1;16;2;1.10276;2.21361e+08;
2048;8192;131072;1;8;4;1;16;4;1.15219;1.19904e+08;
2048;8192;131072;1;8;4;1;16;8;1.18347;6.28764e+07;
2048;8192;131072;1;8;4;1;16;16;1.2947;3.66533e+07;
2048;8192;131072;1;8;4;2;16;2;1.18565;1.49983e+08;
2048;8192;131072;1;8;4;2;16;4;1.22873;8.17959e+07;
2048;8192;131072;1;8;4;2;16;8;1.24474;4.215e+07;
2048;8192;131072;1;8;4;2;16;16;1.32181;2.41280e+07;
2048;8192;131072;1;8;4;4;16;2;2.36668;1.13596e+08;
2048;8192;131072;1;8;4;4;16;4;2.4136;6.20974e+07;
2048;8192;131072;1;8;4;4;16;8;2.42766;3.18447e+07;
2048;8192;131072;1;8;4;4;16;16;2.50404;1.8079e+07;
2048;8192;131072;1;8;4;8;16;2;6.74279;9.56863e+07;
2048;8192;131072;1;8;4;8;16;4;6.80466;5.21109e+07;
2048;8192;131072;1;8;4;8;16;8;6.84332;2.73906e+07;
2048;8192;131072;1;8;4;8;16;16;6.98563;1.61646e+07;
2048;8192;131072;1;8;8;1;16;2;1.10845;2.21321e+08;
2048;8192;131072;1;8;8;1;16;4;1.15868;1.20028e+08;
2048;8192;131072;1;8;8;1;16;8;1.18851;6.28014e+07;
2048;8192;131072;1;8;8;1;16;16;1.29993;3.66263e+07;
2048;8192;131072;1;8;8;2;16;2;1.19154;1.50001e+08;
2048;8192;131072;1;8;8;2;16;4;1.23548;8.1925e+07;
2048;8192;131072;1;8;8;2;16;8;1.25068;4.21569e+07;
2048;8192;131072;1;8;8;2;16;16;1.32715;2.41071e+07;
2048;8192;131072;1;8;8;4;16;2;2.37636;1.13629e+08;
2048;8192;131072;1;8;8;4;16;4;2.42426;6.22121e+07;
2048;8192;131072;1;8;8;4;16;8;2.43748;3.18586e+07;
2048;8192;131072;1;8;8;4;16;16;2.51312;1.80671e+07;
2048;8192;131072;1;8;8;8;16;2;6.7522;9.57263e+07;
2048;8192;131072;1;8;8;8;16;4;6.81494;5.21753e+07;
2048;8192;131072;1;8;8;8;16;8;6.85151;2.7356e+07;
2048;8192;131072;1;8;8;8;16;16;6.99431;1.6156e+07;
2048;8192;131072;2;2;2;1;16;2;2.05913;2.19436e+08;
2048;8192;131072;2;2;2;1;16;4;2.10898;1.18958e+08;
2048;8192;131072;2;2;2;1;16;8;2.13156;6.16138e+07;
2048;8192;131072;2;2;2;1;16;16;2.2196;3.49255e+07;
2048;8192;131072;2;2;2;2;16;2;2.50372;1.50079e+08;
2048;8192;131072;2;2;2;2;16;4;2.54792;8.19383e+07;
2048;8192;131072;2;2;2;2;16;8;2.56918;4.2652e+07;
2048;8192;131072;2;2;2;2;16;16;2.64051;2.41458e+07;
