ics;dcs;l2cs;icw;dcw;l2cw;iwidth;cbs;pn;energy;cycles;
2048;2048;32768;1;4;8;4;16;8;3.09112;5.6123e+07;
2048;2048;32768;1;4;8;4;16;16;3.05637;2.70711e+07;
2048;2048;32768;1;4;8;8;16;2;7.94895;1.19417e+08;
2048;2048;32768;1;4;8;8;16;4;7.9778;6.17683e+07;
2048;2048;32768;1;4;8;8;16;8;8.00191;3.17642e+07;
2048;2048;32768;1;4;8;8;16;16;8.1121;1.78567e+07;
2048;2048;32768;1;8;2;1;16;2;3.75073;1.21572e+09;
2048;2048;32768;1;8;2;1;16;4;3.56423;5.71676e+08;
2048;2048;32768;1;8;2;1;16;8;3.03626;2.34582e+08;
2048;2048;32768;1;8;2;1;16;16;2.45666;8.92635e+07;
2048;2048;32768;1;8;2;2;16;2;3.00484;6.95636e+08;
2048;2048;32768;1;8;2;2;16;4;2.89457;3.29734e+08;
2048;2048;32768;1;8;2;2;16;8;2.62572;1.42775e+08;
2048;2048;32768;1;8;2;2;16;16;2.21688;5.47306e+07;
2048;2048;32768;1;8;2;4;16;2;3.76765;4.14474e+08;
2048;2048;32768;1;8;2;4;16;4;3.67107;1.95808e+08;
2048;2048;32768;1;8;2;4;16;8;3.61502;9.43892e+07;
2048;2048;32768;1;8;2;4;16;16;3.31953;3.85487e+07;
2048;2048;32768;1;8;2;8;16;2;7.18172;1.91607e+08;
2048;2048;32768;1;8;2;8;16;4;7.17959;9.56513e+07;
2048;2048;32768;1;8;2;8;16;8;7.10973;4.52338e+07;
2048;2048;32768;1;8;2;8;16;16;7.29871;2.59889e+07;
2048;2048;32768;1;8;4;1;16;2;2.62605;7.78914e+08;
2048;2048;32768;1;8;4;1;16;4;2.18743;3.04733e+08;
2048;2048;32768;1;8;4;1;16;8;2.00087;1.3438e+08;
2048;2048;32768;1;8;4;1;16;16;1.85099;5.99517e+07;
2048;2048;32768;1;8;4;2;16;2;2.35554;4.82319e+08;
2048;2048;32768;1;8;4;2;16;4;2.02838;1.88022e+08;
2048;2048;32768;1;8;4;2;16;8;1.90755;8.42397e+07;
2048;2048;32768;1;8;4;2;16;16;1.79251;3.74612e+07;
2048;2048;32768;1;8;4;4;16;2;3.3019;3.03376e+08;
2048;2048;32768;1;8;4;4;16;4;3.11428;1.29798e+08;
2048;2048;32768;1;8;4;4;16;8;3.03275;6.02105e+07;
2048;2048;32768;1;8;4;4;16;16;3.044;3.04401e+07;
2048;2048;32768;1;8;4;8;16;2;6.8622;1.45063e+08;
2048;2048;32768;1;8;4;8;16;4;6.83858;7.09095e+07;
2048;2048;32768;1;8;4;8;16;8;6.88304;3.70666e+07;
2048;2048;32768;1;8;4;8;16;16;6.94757;1.96718e+07;
2048;2048;32768;1;8;8;1;16;2;2.57879;7.49228e+08;
2048;2048;32768;1;8;8;1;16;4;2.26415;3.13775e+08;
2048;2048;32768;1;8;8;1;16;8;2.04767;1.36029e+08;
2048;2048;32768;1;8;8;1;16;16;1.7823;5.52502e+07;
2048;2048;32768;1;8;8;2;16;2;2.28586;4.49987e+08;
2048;2048;32768;1;8;8;2;16;4;2.00311;1.79045e+08;
2048;2048;32768;1;8;8;2;16;8;1.90082;8.12688e+07;
2048;2048;32768;1;8;8;2;16;16;1.75184;3.46285e+07;
2048;2048;32768;1;8;8;4;16;2;3.19092;2.68893e+08;
2048;2048;32768;1;8;8;4;16;4;3.03621;1.16333e+08;
2048;2048;32768;1;8;8;4;16;8;2.99406;5.57745e+07;
2048;2048;32768;1;8;8;4;16;16;2.96547;2.70913e+07;
2048;2048;32768;1;8;8;8;16;2;6.7097;1.19456e+08;
2048;2048;32768;1;8;8;8;16;4;6.73755;6.17121e+07;
2048;2048;32768;1;8;8;8;16;8;6.76215;3.17464e+07;
2048;2048;32768;1;8;8;8;16;16;6.87282;1.78389e+07;
2048;2048;32768;2;2;2;1;16;2;4.06729;1.20894e+09;
2048;2048;32768;2;2;2;1;16;4;3.89502;5.70187e+08;
2048;2048;32768;2;2;2;1;16;8;3.37479;2.33409e+08;
2048;2048;32768;2;2;2;1;16;16;3.00766;9.84924e+07;
2048;2048;32768;2;2;2;2;16;2;3.51441;6.95443e+08;
2048;2048;32768;2;2;2;2;16;4;3.39991;3.28535e+08;
2048;2048;32768;2;2;2;2;16;8;3.14517;1.42918e+08;
2048;2048;32768;2;2;2;2;16;16;2.71011;5.34249e+07;
2048;2048;32768;2;2;2;4;16;2;4.53492;4.14501e+08;
2048;2048;32768;2;2;2;4;16;4;4.44985;1.96918e+08;
2048;2048;32768;2;2;2;4;16;8;4.36486;9.31662e+07;
2048;2048;32768;2;2;2;4;16;16;4.12501;3.94147e+07;
2048;2048;32768;2;2;2;8;16;2;10.7603;1.92159e+08;
2048;2048;32768;2;2;2;8;16;4;10.758;9.58594e+07;
2048;2048;32768;2;2;2;8;16;8;10.682;4.50693e+07;
2048;2048;32768;2;2;2;8;16;16;10.8744;2.6012e+07;
2048;2048;32768;2;2;4;1;16;2;2.98564;7.76294e+08;
2048;2048;32768;2;2;4;1;16;4;2.54597;3.0122e+08;
2048;2048;32768;2;2;4;1;16;8;2.39027;1.35272e+08;
2048;2048;32768;2;2;4;1;16;16;2.16298;5.64323e+07;
2048;2048;32768;2;2;4;2;16;2;2.88456;4.82171e+08;
2048;2048;32768;2;2;4;2;16;4;2.59048;1.92369e+08;
2048;2048;32768;2;2;4;2;16;8;2.46973;8.62677e+07;
2048;2048;32768;2;2;4;2;16;16;2.33149;3.74524e+07;
2048;2048;32768;2;2;4;4;16;2;4.08482;3.03466e+08;
2048;2048;32768;2;2;4;4;16;4;3.91747;1.31744e+08;
2048;2048;32768;2;2;4;4;16;8;3.84845;6.18245e+07;
2048;2048;32768;2;2;4;4;16;16;3.83416;3.05068e+07;
2048;2048;32768;2;2;4;8;16;2;10.4532;1.45504e+08;
2048;2048;32768;2;2;4;8;16;4;10.4294;7.10396e+07;
2048;2048;32768;2;2;4;8;16;8;10.4712;3.70553e+07;
2048;2048;32768;2;2;4;8;16;16;10.5355;1.96705e+07;
2048;2048;32768;2;2;8;1;16;2;2.96562;7.45517e+08;
2048;2048;32768;2;2;8;1;16;4;2.66474;3.13182e+08;
2048;2048;32768;2;2;8;1;16;8;2.45259;1.35709e+08;
2048;2048;32768;2;2;8;1;16;16;2.22844;5.68495e+07;
2048;2048;32768;2;2;8;2;16;2;2.84094;4.48444e+08;
2048;2048;32768;2;2;8;2;16;4;2.58097;1.81138e+08;
2048;2048;32768;2;2;8;2;16;8;2.45731;8.04543e+07;
2048;2048;32768;2;2;8;2;16;16;2.30938;3.41814e+07;
2048;2048;32768;2;2;8;4;16;2;3.99408;2.67544e+08;
2048;2048;32768;2;2;8;4;16;4;3.84404;1.15828e+08;
2048;2048;32768;2;2;8;4;16;8;3.81211;5.60988e+07;
2048;2048;32768;2;2;8;4;16;16;3.77623;2.70315e+07;
2048;2048;32768;2;2;8;8;16;2;10.3248;1.18952e+08;
2048;2048;32768;2;2;8;8;16;4;10.3567;6.17548e+07;
2048;2048;32768;2;2;8;8;16;8;10.3791;3.16979e+07;
2048;2048;32768;2;2;8;8;16;16;10.4933;1.79001e+07;
2048;2048;32768;2;4;2;1;16;2;3.83769;1.20803e+09;
2048;2048;32768;2;4;2;1;16;4;3.66137;5.6932e+08;
2048;2048;32768;2;4;2;1;16;8;3.15202;2.34554e+08;
2048;2048;32768;2;4;2;1;16;16;2.63394;9.18677e+07;
2048;2048;32768;2;4;2;2;16;2;3.17548;6.95327e+08;
2048;2048;32768;2;4;2;2;16;4;3.05603;3.2786e+08;
2048;2048;32768;2;4;2;2;16;8;2.73045;1.36952e+08;
2048;2048;32768;2;4;2;2;16;16;2.43217;5.61754e+07;
2048;2048;32768;2;4;2;4;16;2;3.85355;4.14457e+08;
2048;2048;32768;2;4;2;4;16;4;3.77347;1.97596e+08;
2048;2048;32768;2;4;2;4;16;8;3.70134;9.43078e+07;
2048;2048;32768;2;4;2;4;16;16;3.39023;3.79259e+07;
2048;2048;32768;2;4;2;8;16;2;8.41372;1.92049e+08;
2048;2048;32768;2;4;2;8;16;4;8.38706;9.40825e+07;
2048;2048;32768;2;4;2;8;16;8;8.33417;4.50323e+07;
2048;2048;32768;2;4;2;8;16;16;8.52102;2.58823e+07;
2048;2048;32768;2;4;4;1;16;2;2.74388;7.76533e+08;
2048;2048;32768;2;4;4;1;16;4;2.31438;3.04172e+08;
2048;2048;32768;2;4;4;1;16;8;2.13791;1.34853e+08;
2048;2048;32768;2;4;4;1;16;16;2.005;6.09128e+07;
2048;2048;32768;2;4;4;2;16;2;2.53729;4.82498e+08;
2048;2048;32768;2;4;4;2;16;4;2.23267;1.9119e+08;
2048;2048;32768;2;4;4;2;16;8;2.11818;8.62475e+07;
2048;2048;32768;2;4;4;2;16;16;1.9835;3.76183e+07;
2048;2048;32768;2;4;4;4;16;2;3.3979;3.04058e+08;
2048;2048;32768;2;4;4;4;16;4;3.22606;1.31662e+08;
2048;2048;32768;2;4;4;4;16;8;3.13862;6.07184e+07;
2048;2048;32768;2;4;4;4;16;16;3.14358;3.05153e+07;
2048;2048;32768;2;4;4;8;16;2;8.09668;1.44908e+08;
2048;2048;32768;2;4;4;8;16;4;8.07073;7.06265e+07;
2048;2048;32768;2;4;4;8;16;8;8.11789;3.70309e+07;
2048;2048;32768;2;4;4;8;16;16;8.18353;1.96831e+07;
2048;2048;32768;2;4;8;1;16;2;2.70338;7.45267e+08;
2048;2048;32768;2;4;8;1;16;4;2.39241;3.11685e+08;
2048;2048;32768;2;4;8;1;16;8;2.20069;1.37127e+08;
2048;2048;32768;2;4;8;1;16;16;1.95738;5.67134e+07;
2048;2048;32768;2;4;8;2;16;2;2.47345;4.48496e+08;
2048;2048;32768;2;4;8;2;16;4;2.20606;1.80284e+08;
2048;2048;32768;2;4;8;2;16;8;2.08524;8.02919e+07;
2048;2048;32768;2;4;8;2;16;16;1.94199;3.43231e+07;
2048;2048;32768;2;4;8;4;16;2;3.28484;2.67801e+08;
2048;2048;32768;2;4;8;4;16;4;3.13298;1.15867e+08;
2048;2048;32768;2;4;8;4;16;8;3.09944;5.60144e+07;
2048;2048;32768;2;4;8;4;16;16;3.0657;2.70457e+07;
2048;2048;32768;2;4;8;8;16;2;7.95557;1.19235e+08;
2048;2048;32768;2;4;8;8;16;4;7.9847;6.16989e+07;
2048;2048;32768;2;4;8;8;16;8;8.00781;3.1691e+07;
2048;2048;32768;2;4;8;8;16;16;8.12067;1.78693e+07;
2048;2048;32768;2;8;2;1;16;2;3.74951;1.20804e+09;
2048;2048;32768;2;8;2;1;16;4;3.5704;5.69258e+08;
2048;2048;32768;2;8;2;1;16;8;2.68815;1.9921e+08;
2048;2048;32768;2;8;2;1;16;16;2.4292;8.70338e+07;
2048;2048;32768;2;8;2;2;16;2;3.01588;6.95334e+08;
2048;2048;32768;2;8;2;2;16;4;2.90546;3.29557e+08;
2048;2048;32768;2;8;2;2;16;8;2.56351;1.3674e+08;
2048;2048;32768;2;8;2;2;16;16;2.41297;6.21918e+07;
2048;2048;32768;2;8;2;4;16;2;3.77804;4.1444e+08;
2048;2048;32768;2;8;2;4;16;4;3.6945;1.97312e+08;
2048;2048;32768;2;8;2;4;16;8;3.4518;8.42412e+07;
2048;2048;32768;2;8;2;4;16;16;3.30902;3.79364e+07;
2048;2048;32768;2;8;2;8;16;2;7.19022;1.91928e+08;
2048;2048;32768;2;8;2;8;16;4;7.18419;9.55366e+07;
2048;2048;32768;2;8;2;8;16;8;7.11048;4.50373e+07;
2048;2048;32768;2;8;2;8;16;16;7.30019;2.59011e+07;
2048;2048;32768;2;8;4;1;16;2;2.63868;7.76664e+08;
2048;2048;32768;2;8;4;1;16;4;2.18823;3.0133e+08;
2048;2048;32768;2;8;4;1;16;8;2.03335;1.35725e+08;
2048;2048;32768;2;8;4;1;16;16;1.86037;5.9511e+07;
2048;2048;32768;2;8;4;2;16;2;2.36641;4.82038e+08;
2048;2048;32768;2;8;4;2;16;4;2.05734;1.908e+08;
2048;2048;32768;2;8;4;2;16;8;1.94405;8.62451e+07;
2048;2048;32768;2;8;4;2;16;16;1.80571;3.75263e+07;
2048;2048;32768;2;8;4;4;16;2;3.31094;3.03097e+08;
2048;2048;32768;2;8;4;4;16;4;3.13931;1.31513e+08;
2048;2048;32768;2;8;4;4;16;8;3.05707;6.10183e+07;
2048;2048;32768;2;8;4;4;16;16;3.05584;3.04921e+07;
2048;2048;32768;2;8;4;8;16;2;6.87117;1.45462e+08;
2048;2048;32768;2;8;4;8;16;4;6.84137;7.06698e+07;
2048;2048;32768;2;8;4;8;16;8;6.88877;3.70525e+07;
2048;2048;32768;2;8;4;8;16;16;6.95353;1.96682e+07;
2048;2048;32768;2;8;8;1;16;2;2.58856;7.46085e+08;
2048;2048;32768;2;8;8;1;16;4;2.27359;3.12144e+08;
2048;2048;32768;2;8;8;1;16;8;2.04571;1.34122e+08;
2048;2048;32768;2;8;8;1;16;16;1.81749;5.60802e+07;
2048;2048;32768;2;8;8;2;16;2;2.29354;4.48851e+08;
2048;2048;32768;2;8;8;2;16;4;2.02119;1.8016e+08;
2048;2048;32768;2;8;8;2;16;8;1.90174;8.04428e+07;
2048;2048;32768;2;8;8;2;16;16;1.75633;3.43615e+07;
2048;2048;32768;2;8;8;4;16;2;3.19626;2.67912e+08;
2048;2048;32768;2;8;8;4;16;4;3.04263;1.15975e+08;
2048;2048;32768;2;8;8;4;16;8;3.00709;5.59811e+07;
2048;2048;32768;2;8;8;4;16;16;2.97147;2.69963e+07;
2048;2048;32768;2;8;8;8;16;2;6.71427;1.1926e+08;
2048;2048;32768;2;8;8;8;16;4;6.74305;6.16807e+07;
2048;2048;32768;2;8;8;8;16;8;6.76572;3.16602e+07;
2048;2048;32768;2;8;8;8;16;16;6.88011;1.78628e+07;
2048;2048;32768;4;2;2;1;16;2;4.20584;1.2118e+09;
2048;2048;32768;4;2;2;1;16;4;4.02427;5.69764e+08;
2048;2048;32768;4;2;2;1;16;8;3.3116;2.14158e+08;
2048;2048;32768;4;2;2;1;16;16;3.16603;9.97911e+07;
2048;2048;32768;4;2;2;2;16;2;3.59955;6.95353e+08;
2048;2048;32768;4;2;2;2;16;4;3.47811;3.27322e+08;
2048;2048;32768;4;2;2;2;16;8;3.18068;1.38722e+08;
2048;2048;32768;4;2;2;2;16;16;2.89513;5.74923e+07;
2048;2048;32768;4;2;2;4;16;2;4.5996;4.14414e+08;
2048;2048;32768;4;2;2;4;16;4;4.51888;1.9738e+08;
2048;2048;32768;4;2;2;4;16;8;4.4511;9.43726e+07;
2048;2048;32768;4;2;2;4;16;16;4.1885;3.9344e+07;
2048;2048;32768;4;2;2;8;16;2;10.8007;1.91926e+08;
2048;2048;32768;4;2;2;8;16;4;10.796;9.55646e+07;
2048;2048;32768;4;2;2;8;16;8;10.7189;4.48583e+07;
2048;2048;32768;4;2;2;8;16;16;10.9109;2.5902e+07;
2048;2048;32768;4;2;4;1;16;2;3.11594;7.76301e+08;
2048;2048;32768;4;2;4;1;16;4;2.67835;3.01622e+08;
2048;2048;32768;4;2;4;1;16;8;2.50737;1.33981e+08;
2048;2048;32768;4;2;4;1;16;16;2.2882;5.62118e+07;
2048;2048;32768;4;2;4;2;16;2;2.97067;4.82716e+08;
2048;2048;32768;4;2;4;2;16;4;2.67333;1.92117e+08;
2048;2048;32768;4;2;4;2;16;8;2.55312;8.62152e+07;
2048;2048;32768;4;2;4;2;16;16;2.41431;3.74169e+07;
2048;2048;32768;4;2;4;4;16;2;4.14936;3.03586e+08;
2048;2048;32768;4;2;4;4;16;4;3.97548;1.31047e+08;
2048;2048;32768;4;2;4;4;16;8;3.89559;6.08661e+07;
2048;2048;32768;4;2;4;4;16;16;3.89503;3.04343e+07;
2048;2048;32768;4;2;4;8;16;2;10.4981;1.46006e+08;
2048;2048;32768;4;2;4;8;16;4;10.4691;7.0917e+07;
2048;2048;32768;4;2;4;8;16;8;10.5107;3.69949e+07;
2048;2048;32768;4;2;4;8;16;16;10.5752;1.96429e+07;
2048;2048;32768;4;2;8;1;16;2;3.09724;7.46535e+08;
2048;2048;32768;4;2;8;1;16;4;2.79523;3.13463e+08;
2048;2048;32768;4;2;8;1;16;8;2.56163;1.33761e+08;
2048;2048;32768;4;2;8;1;16;16;2.30324;5.42128e+07;
2048;2048;32768;4;2;8;2;16;2;2.9294;4.50204e+08;
2048;2048;32768;4;2;8;2;16;4;2.67505;1.8295e+08;
2048;2048;32768;4;2;8;2;16;8;2.55398;8.15971e+07;
2048;2048;32768;4;2;8;2;16;16;2.39325;3.42336e+07;
2048;2048;32768;4;2;8;4;16;2;4.06186;2.68754e+08;
2048;2048;32768;4;2;8;4;16;4;3.91034;1.16262e+08;
2048;2048;32768;4;2;8;4;16;8;3.87381;5.60571e+07;
2048;2048;32768;4;2;8;4;16;16;3.83752;2.7009e+07;
2048;2048;32768;4;2;8;8;16;2;10.3647;1.18865e+08;
2048;2048;32768;4;2;8;8;16;4;10.3964;6.16941e+07;
2048;2048;32768;4;2;8;8;16;8;10.4168;3.15961e+07;
2048;2048;32768;4;2;8;8;16;16;10.5337;1.79004e+07;
2048;2048;32768;4;4;2;1;16;2;3.93753;1.21165e+09;
2048;2048;32768;4;4;2;1;16;4;3.75341;5.69593e+08;
2048;2048;32768;4;4;2;1;16;8;2.93997;2.04946e+08;
2048;2048;32768;4;4;2;1;16;16;2.65962;8.86841e+07;
2048;2048;32768;4;4;2;2;16;2;3.23407;6.95216e+08;
2048;2048;32768;4;4;2;2;16;4;3.10978;3.26995e+08;
2048;2048;32768;4;4;2;2;16;8;2.85527;1.42301e+08;
2048;2048;32768;4;4;2;2;16;16;2.43344;5.38084e+07;
2048;2048;32768;4;4;2;4;16;2;3.89756;4.14371e+08;
2048;2048;32768;4;4;2;4;16;4;3.81057;1.96726e+08;
2048;2048;32768;4;4;2;4;16;8;3.74287;9.41043e+07;
2048;2048;32768;4;4;2;4;16;16;3.41596;3.73709e+07;
2048;2048;32768;4;4;2;8;16;2;8.44145;1.91891e+08;
2048;2048;32768;4;4;2;8;16;4;8.42068;9.4425e+07;
2048;2048;32768;4;4;2;8;16;8;8.3652;4.50983e+07;
2048;2048;32768;4;4;2;8;16;16;8.54998;2.58788e+07;
2048;2048;32768;4;4;4;1;16;2;2.8335;7.76434e+08;
2048;2048;32768;4;4;4;1;16;4;2.38532;3.00479e+08;
2048;2048;32768;4;4;4;1;16;8;2.22053;1.34156e+08;
2048;2048;32768;4;4;4;1;16;16;2.038;5.8162e+07;
2048;2048;32768;4;4;4;2;16;2;2.59726;4.83053e+08;
2048;2048;32768;4;4;4;2;16;4;2.3007;1.92803e+08;
2048;2048;32768;4;4;4;2;16;8;2.17564;8.62046e+07;
2048;2048;32768;4;4;4;2;16;16;2.03951;3.75425e+07;
2048;2048;32768;4;4;4;4;16;2;3.44599;3.05103e+08;
2048;2048;32768;4;4;4;4;16;4;3.26452;1.31059e+08;
2048;2048;32768;4;4;4;4;16;8;3.18261;6.07565e+07;
2048;2048;32768;4;4;4;4;16;16;3.18432;3.04434e+07;
2048;2048;32768;4;4;4;8;16;2;8.13182;1.45871e+08;
2048;2048;32768;4;4;4;8;16;4;8.10522;7.10521e+07;
2048;2048;32768;4;4;4;8;16;8;8.14274;3.69061e+07;
2048;2048;32768;4;4;4;8;16;16;8.21027;1.96559e+07;
2048;2048;32768;4;4;8;1;16;2;2.79506;7.46306e+08;
2048;2048;32768;4;4;8;1;16;4;2.48627;3.12626e+08;
2048;2048;32768;4;4;8;1;16;8;2.20988;1.29379e+08;
2048;2048;32768;4;4;8;1;16;16;1.99604;5.42722e+07;
2048;2048;32768;4;4;8;2;16;2;2.53572;4.50108e+08;
2048;2048;32768;4;4;8;2;16;4;2.27094;1.81527e+08;
2048;2048;32768;4;4;8;2;16;8;2.14013;8.01236e+07;
2048;2048;32768;4;4;8;2;16;16;1.99337;3.40929e+07;
2048;2048;32768;4;4;8;4;16;2;3.33241;2.68938e+08;
2048;2048;32768;4;4;8;4;16;4;3.18128;1.16526e+08;
2048;2048;32768;4;4;8;4;16;8;3.14203;5.60123e+07;
2048;2048;32768;4;4;8;4;16;16;3.10354;2.69131e+07;
2048;2048;32768;4;4;8;8;16;2;7.97879;1.18576e+08;
2048;2048;32768;4;4;8;8;16;4;8.01224;6.16755e+07;
2048;2048;32768;4;4;8;8;16;8;8.03251;3.15805e+07;
2048;2048;32768;4;4;8;8;16;16;8.14606;1.78269e+07;
2048;2048;32768;4;8;2;1;16;2;3.82733;1.21165e+09;
2048;2048;32768;4;8;2;1;16;4;3.64032;5.69531e+08;
2048;2048;32768;4;8;2;1;16;8;2.79208;2.02594e+08;
2048;2048;32768;4;8;2;1;16;16;2.52563;8.83564e+07;
2048;2048;32768;4;8;2;2;16;2;3.0601;6.95226e+08;
2048;2048;32768;4;8;2;2;16;4;2.93379;3.26914e+08;
2048;2048;32768;4;8;2;2;16;8;2.62843;1.38355e+08;
2048;2048;32768;4;8;2;2;16;16;2.37036;5.86396e+07;
2048;2048;32768;4;8;2;4;16;2;3.81846;4.1435e+08;
2048;2048;32768;4;8;2;4;16;4;3.73336;1.97078e+08;
2048;2048;32768;4;8;2;4;16;8;3.65553;9.37139e+07;
2048;2048;32768;4;8;2;4;16;16;3.32479;3.72e+07;
